address,bikes,category,division,latitud,longitud,sub_category
Ramon Trias Fargas 23,13,bicing,mobilidad,41.389831,2.191147,bicing
Gran Via 940,28,bicing,mobilidad,41.40902,2.194896,bicing
Avda. Icaria 202,20,bicing,mobilidad,41.3942,2.20077,bicing
Gran Via 180,20,bicing,mobilidad,41.36766,2.13911,bicing
Can bruixa 1,3,bicing,mobilidad,41.383756,2.131273,bicing
Mas Casanovas 137,5,bicing,mobilidad,41.415951,2.174564,bicing
Cantàbria 55,13,bicing,mobilidad,41.422212,2.198316,bicing
Joan Miró 2,8,bicing,mobilidad,41.389028,2.196844,bicing
Rambla del Raval 13,23,bicing,mobilidad,41.379374,2.168921,bicing
La Rambla 80,8,bicing,mobilidad,41.381154,2.173497,bicing
Portal de Santa Madrona 2,0,bicing,mobilidad,41.377011,2.175834,bicing
Gran Vía 1118,11,bicing,mobilidad,41.416966,2.205397,bicing
Josep Estivill 32,20,bicing,mobilidad,41.417763,2.187558,bicing
Rambla Fabra i Puig 67,22,bicing,mobilidad,41.430092,2.184898,bicing
Mas Casanovas 137,23,bicing,mobilidad,41.415951,2.174564,bicing
Gran Via 632,3,bicing,mobilidad,41.389171,2.168113,bicing
Rambla del Brasil 5,24,bicing,mobilidad,41.37592,2.13008,bicing
Gombau 24,23,bicing,mobilidad,41.387225,2.17927,bicing
Ribes 77,10,bicing,mobilidad,41.400167,2.184362,bicing
Sagrera 74,15,bicing,mobilidad,41.422873,2.191204,bicing
"Passeig de Colom, s/n nan",7,bicing,mobilidad,41.376433,2.17871,bicing
Carrer Pujades 103,19,bicing,mobilidad,41.398389,2.196261,bicing
(PK) C/ DE SIRACUSA 39-51,8,bicing,mobilidad,41.401752,2.160748,bicing
Gran Via Corts Catalanes 760,23,bicing,mobilidad,41.397952,2.180042,bicing
Gran Via 609,1,bicing,mobilidad,41.389097,2.167933,bicing
Viladomat 2,22,bicing,mobilidad,41.37544,2.163,bicing
Passeig de Colom nan,18,bicing,mobilidad,41.380778,2.182581,bicing
Can bruixa 1,2,bicing,mobilidad,41.383756,2.131273,bicing
Plaça de l'Estació 6,19,bicing,mobilidad,41.436163,2.192994,bicing
Ada. Diagonal 652,7,bicing,mobilidad,41.389503,2.131454,bicing
Munné 6,7,bicing,mobilidad,41.375414,2.123191,bicing
Bailén 62,14,bicing,mobilidad,41.395213,2.172984,bicing
Carrer dels Enamorats 49,5,bicing,mobilidad,41.404027,2.181264,bicing
"Passeig de Colom, s/n nan",6,bicing,mobilidad,41.376433,2.17871,bicing
Gran Via Corts Catalanes 760,24,bicing,mobilidad,41.397952,2.180042,bicing
La Rambla 80,6,bicing,mobilidad,41.381154,2.173497,bicing
Viladomat 2,23,bicing,mobilidad,41.37544,2.163,bicing
Floridablanca 49,13,bicing,mobilidad,41.377644,2.15725,bicing
Girona 142,0,bicing,mobilidad,41.398013,2.166978,bicing
Gran Vía 981,6,bicing,mobilidad,41.411908,2.197936,bicing
Gran Vía 1062,22,bicing,mobilidad,41.414226,2.201734,bicing
Gran Via 180,21,bicing,mobilidad,41.36766,2.13911,bicing
Felip II 214,2,bicing,mobilidad,41.426896,2.178511,bicing
Rio de Janeiro 3,2,bicing,mobilidad,41.430693,2.182225,bicing
Balmes 409,22,bicing,mobilidad,41.407384,2.1383,bicing
Juan Gris 28,26,bicing,mobilidad,41.365374,2.133087,bicing
Pg Lluís Companys 1,23,bicing,mobilidad,41.388856,2.183251,bicing
Pl. Poeta Boscà/Atlàntida nan,19,bicing,mobilidad,41.379326,2.189906,bicing
Viladomat 2,24,bicing,mobilidad,41.37544,2.163,bicing
Av. Diagonal 612,15,bicing,mobilidad,41.39218,2.14213,bicing
Pl. Jean Genet 1,18,bicing,mobilidad,41.376801,2.173039,bicing
Marqués d'Argentera 3,12,bicing,mobilidad,41.38377,2.18424,bicing
Sardenya 3,20,bicing,mobilidad,41.392212,2.187847,bicing
"Gran Vía, 1041/ Selva de Mar 1041",6,bicing,mobilidad,41.414758,2.201538,bicing
Viladomat 122,20,bicing,mobilidad,41.38063,2.15614,bicing
Pujades 173,13,bicing,mobilidad,41.401778,2.200769,bicing
Gran Via 632,4,bicing,mobilidad,41.389171,2.168113,bicing
Doctor Salvador Cardenal 7,5,bicing,mobilidad,41.385465,2.122912,bicing
Rambla Prim 256,20,bicing,mobilidad,41.425566,2.200693,bicing
Carrer de l'Energia 2,1,bicing,mobilidad,41.357338,2.137172,bicing
"Passeig de Colom, s/n nan",5,bicing,mobilidad,41.376433,2.17871,bicing
Pg Lluís Companys 18,36,bicing,mobilidad,41.391349,2.18061,bicing
Marquès de l'Argentera 13,24,bicing,mobilidad,41.384532,2.184921,bicing
Pl. Carles Pi i Sunyer nan,13,bicing,mobilidad,41.385227,2.173878,bicing
Tarragona 159,4,bicing,mobilidad,41.379135,2.14409,bicing
Gran Vía 902,13,bicing,mobilidad,41.407307,2.192804,bicing
Gran Vía 1062,23,bicing,mobilidad,41.414226,2.201734,bicing
Bruc 130,7,bicing,mobilidad,41.396918,2.166163,bicing
Travessera de Gràcia 368,13,bicing,mobilidad,41.409815,2.171621,bicing
Pl. Ictíneo nan,11,bicing,mobilidad,41.37747,2.183737,bicing
Vilamarí 85,6,bicing,mobilidad,41.380708,2.146793,bicing
Juan Gris 28,27,bicing,mobilidad,41.365374,2.133087,bicing
(PK) C/ JAUME FABRA 12,1,bicing,mobilidad,41.37445,2.159668,bicing
Sardenya 292,7,bicing,mobilidad,41.401684,2.17568,bicing
Comte d'Urgell 75 B,5,bicing,mobilidad,41.383047,2.157033,bicing
Gran Via 361,6,bicing,mobilidad,41.374152,2.148154,bicing
Aragó 629,21,bicing,mobilidad,41.409856,2.188217,bicing
Marqués d'Argentera 3,11,bicing,mobilidad,41.38377,2.18424,bicing
Pere IV 301,21,bicing,mobilidad,41.40982,2.202904,bicing
Pujades 57B,18,bicing,mobilidad,41.395905,2.192958,bicing
Ramon Turro 292,15,bicing,mobilidad,41.403908,2.208436,bicing
Avda. Icaria 202,21,bicing,mobilidad,41.3942,2.20077,bicing
Santaló 165,4,bicing,mobilidad,41.400977,2.13907,bicing
Balmes 409,21,bicing,mobilidad,41.407384,2.1383,bicing
Pl. Teresa de Claramunt nan,29,bicing,mobilidad,41.363093,2.139771,bicing
Rambla del Brasil 5,25,bicing,mobilidad,41.37592,2.13008,bicing
Consell de Cent 482,18,bicing,mobilidad,41.400168,2.177948,bicing
Vilamarí 85,7,bicing,mobilidad,41.380708,2.146793,bicing
Diputació 226,6,bicing,mobilidad,41.387151,2.162838,bicing
Avinguda Litoral 16,24,bicing,mobilidad,41.386861,2.195761,bicing
La Rambla 80,7,bicing,mobilidad,41.381154,2.173497,bicing
Viriat 53,11,bicing,mobilidad,41.380632,2.141548,bicing
Av. Diagonal 612,14,bicing,mobilidad,41.39218,2.14213,bicing
Gran Vía 902,14,bicing,mobilidad,41.407307,2.192804,bicing
Castella 28,5,bicing,mobilidad,41.40562,2.19764,bicing
Avda. Icaria 202,23,bicing,mobilidad,41.3942,2.20077,bicing
Avda. Diagonal 630,5,bicing,mobilidad,41.391451,2.139116,bicing
Santaló 165,14,bicing,mobilidad,41.400977,2.13907,bicing
Diputació 350,22,bicing,mobilidad,41.396815,2.175714,bicing
Ramon Turró 4,18,bicing,mobilidad,41.390595,2.190681,bicing
(PK) PL. GAL·LA PLACÍDIA 2,0,bicing,mobilidad,41.3989,2.153668,bicing
Sardenya 292,8,bicing,mobilidad,41.401684,2.17568,bicing
Ramon trias Fargas 19,26,bicing,mobilidad,41.388359,2.193004,bicing
Pl. Carles Pi i Sunyer nan,14,bicing,mobilidad,41.385227,2.173878,bicing
Rambla Catalunya 42,0,bicing,mobilidad,41.390143,2.164946,bicing
Viriat 53,10,bicing,mobilidad,41.380632,2.141548,bicing
Manso 46,26,bicing,mobilidad,41.377068,2.161269,bicing
Gran Via 273,10,bicing,mobilidad,41.371455,2.143882,bicing
Rector Ubach 24,25,bicing,mobilidad,41.398463,2.143924,bicing
Malats 98,14,bicing,mobilidad,41.436708,2.186059,bicing
Santaló 165,23,bicing,mobilidad,41.400977,2.13907,bicing
Munné 6,8,bicing,mobilidad,41.375414,2.123191,bicing
Gran Via de Les Corts Catalanes 592,8,bicing,mobilidad,41.386512,2.164597,bicing
La Rambla 2,20,bicing,mobilidad,41.376758,2.177093,bicing
Avda. Litoral nan,11,bicing,mobilidad,41.386814,2.195689,bicing
Gran Via 375,9,bicing,mobilidad,41.375454,2.149786,bicing
Sardenya 3,19,bicing,mobilidad,41.392212,2.187847,bicing
Pl. Sants (Ps. S. Antoni) 0,6,bicing,mobilidad,41.375802,2.135973,bicing
Mejía Lequerica 2,2,bicing,mobilidad,41.38182,2.126933,bicing
Avda. Diagonal 630,4,bicing,mobilidad,41.391451,2.139116,bicing
Santaló 165,24,bicing,mobilidad,41.400977,2.13907,bicing
Roc Boronat 134,3,bicing,mobilidad,41.403502,2.193702,bicing
Sentmenat 39,3,bicing,mobilidad,41.385057,2.137331,bicing
Consell de Cent 482,19,bicing,mobilidad,41.400168,2.177948,bicing
Ribes 77,9,bicing,mobilidad,41.400167,2.184362,bicing
Llacuna 86,27,bicing,mobilidad,41.402177,2.197653,bicing
Marina 199,16,bicing,mobilidad,41.400659,2.179111,bicing
Rosa Sensat en front 20,13,bicing,mobilidad,41.39106,2.196457,bicing
Av. Paral.lel 54,21,bicing,mobilidad,41.375,2.17035,bicing
Comte d'Urgell 75 B,4,bicing,mobilidad,41.383047,2.157033,bicing
Viladomat 2,25,bicing,mobilidad,41.37544,2.163,bicing
Floridablanca 49,14,bicing,mobilidad,41.377644,2.15725,bicing
Avda. Icaria 202,22,bicing,mobilidad,41.3942,2.20077,bicing
Pl. Sants (Ps. S. Antoni) 0,5,bicing,mobilidad,41.375802,2.135973,bicing
Guinardó 32,2,bicing,mobilidad,41.415617,2.181966,bicing
Rambla Prim 256,21,bicing,mobilidad,41.425566,2.200693,bicing
Balmes 409,20,bicing,mobilidad,41.407384,2.1383,bicing
Bailén 100,4,bicing,mobilidad,41.397006,2.17057,bicing
Rosa Sensat en front 20,14,bicing,mobilidad,41.39106,2.196457,bicing
Av. Paral.lel 54,19,bicing,mobilidad,41.375,2.17035,bicing
La Rambla 2,19,bicing,mobilidad,41.376758,2.177093,bicing
Tarragona 103,24,bicing,mobilidad,41.376428,2.147734,bicing
Viriat 53,9,bicing,mobilidad,41.380632,2.141548,bicing
Pallars 462,16,bicing,mobilidad,41.40065,2.19719,bicing
Gavà 1,20,bicing,mobilidad,41.372338,2.141875,bicing
Josep Estivill 32,21,bicing,mobilidad,41.417763,2.187558,bicing
Concepció Arenal 176,6,bicing,mobilidad,41.426841,2.184238,bicing
Carrer de Rosselló i Porcel 1,11,bicing,mobilidad,41.436505,2.183877,bicing
Ribes 77,8,bicing,mobilidad,41.400167,2.184362,bicing
Joan Miró 2,9,bicing,mobilidad,41.389028,2.196844,bicing
Bruc 66,12,bicing,mobilidad,41.393512,2.170718,bicing
"Passeig Marítim de la Barceloneta, devant del 5-7 5",24,bicing,mobilidad,41.379632,2.192662,bicing
Cartagena 308,1,bicing,mobilidad,41.410166,2.175759,bicing
Bruc 45,12,bicing,mobilidad,41.392526,2.171812,bicing
Av. Paral.lel 54,18,bicing,mobilidad,41.375,2.17035,bicing
La Rambla 80,5,bicing,mobilidad,41.381154,2.173497,bicing
Gran Via 375,8,bicing,mobilidad,41.375454,2.149786,bicing
Tarragona 103,23,bicing,mobilidad,41.376428,2.147734,bicing
Gran Vía 902,15,bicing,mobilidad,41.407307,2.192804,bicing
Castella 28,4,bicing,mobilidad,41.40562,2.19764,bicing
Rambla de Prim 19,26,bicing,mobilidad,41.411741,2.218546,bicing
Bilbao 11,17,bicing,mobilidad,41.400533,2.206539,bicing
Passeig Marítim de la Nova Icària 83,13,bicing,mobilidad,41.391831,2.203436,bicing
Gran Via 180,25,bicing,mobilidad,41.36766,2.13911,bicing
Bruc 130,6,bicing,mobilidad,41.396918,2.166163,bicing
Felip II 214,1,bicing,mobilidad,41.426896,2.178511,bicing
Avda. Meridiana 404,21,bicing,mobilidad,41.430404,2.183382,bicing
Bolívia 76,1,bicing,mobilidad,41.403103,2.191428,bicing
Pl. Virrei Amat nan,3,bicing,mobilidad,41.429636,2.174487,bicing
Carrer de Rosselló i Porcel 1,12,bicing,mobilidad,41.436505,2.183877,bicing
Cavallers 67,11,bicing,mobilidad,41.393341,2.115076,bicing
Cartagena 83,14,bicing,mobilidad,41.413406,2.171331,bicing
Roc Boronat 134,4,bicing,mobilidad,41.403502,2.193702,bicing
Consell de Cent 482,20,bicing,mobilidad,41.400168,2.177948,bicing
Diputació 226,5,bicing,mobilidad,41.387151,2.162838,bicing
"Passeig Marítim de la Barceloneta, devant del 5-7 5",25,bicing,mobilidad,41.379632,2.192662,bicing
Rosa Sensat en front 20,15,bicing,mobilidad,41.39106,2.196457,bicing
Av. Paral.lel 54,17,bicing,mobilidad,41.375,2.17035,bicing
Gran Via 375,7,bicing,mobilidad,41.375454,2.149786,bicing
Tarragona 159,3,bicing,mobilidad,41.379135,2.14409,bicing
Sardenya 3,18,bicing,mobilidad,41.392212,2.187847,bicing
Pujades 57B,16,bicing,mobilidad,41.395905,2.192958,bicing
Pl. Sants (Ps. S. Antoni) 0,4,bicing,mobilidad,41.375802,2.135973,bicing
Ada. Diagonal 652,6,bicing,mobilidad,41.389503,2.131454,bicing
Pl. Virrei Amat nan,4,bicing,mobilidad,41.429636,2.174487,bicing
Cavallers 67,24,bicing,mobilidad,41.393341,2.115076,bicing
Gran Via Corts Catalanes 760,25,bicing,mobilidad,41.397952,2.180042,bicing
Marina 199,17,bicing,mobilidad,41.400659,2.179111,bicing
Ciutat de Granada 168,4,bicing,mobilidad,41.404511,2.189881,bicing
Meridiana 40,12,bicing,mobilidad,41.396085,2.187073,bicing
La Rambla 2,17,bicing,mobilidad,41.376758,2.177093,bicing
Rocafort 72,22,bicing,mobilidad,41.379016,2.153799,bicing
Gran Via 375,5,bicing,mobilidad,41.375454,2.149786,bicing
Tarragona 159,2,bicing,mobilidad,41.379135,2.14409,bicing
Av. Diagonal 612,13,bicing,mobilidad,41.39218,2.14213,bicing
Marqués d'Argentera 3,10,bicing,mobilidad,41.38377,2.18424,bicing
Sardenya 3,17,bicing,mobilidad,41.392212,2.187847,bicing
Pujades 57B,15,bicing,mobilidad,41.395905,2.192958,bicing
Ramon Turro 292,16,bicing,mobilidad,41.403908,2.208436,bicing
Selva de Mar 0,9,bicing,mobilidad,41.405358,2.213677,bicing
Travessera de Gràcia 368,11,bicing,mobilidad,41.409815,2.171621,bicing
Cavallers 67,25,bicing,mobilidad,41.393341,2.115076,bicing
Sardenya 292,9,bicing,mobilidad,41.401684,2.17568,bicing
Bruc 45,11,bicing,mobilidad,41.392526,2.171812,bicing
Ciutat de Granada 168,5,bicing,mobilidad,41.404511,2.189881,bicing
Av. Paral.lel 54,16,bicing,mobilidad,41.375,2.17035,bicing
Portal de Santa Madrona 2,1,bicing,mobilidad,41.377011,2.175834,bicing
Gran Via 609,0,bicing,mobilidad,41.389097,2.167933,bicing
Gran Via 375,4,bicing,mobilidad,41.375454,2.149786,bicing
Av. Diagonal 612,12,bicing,mobilidad,41.39218,2.14213,bicing
Pl. Jean Genet 1,2,bicing,mobilidad,41.376801,2.173039,bicing
Girona 142,3,bicing,mobilidad,41.398013,2.166978,bicing
Rambla Guipúscoa 158,21,bicing,mobilidad,41.422808,2.206036,bicing
Gavà 1,22,bicing,mobilidad,41.372338,2.141875,bicing
Rocafort 167,8,bicing,mobilidad,41.382564,2.149094,bicing
Rambla del Raval 13,24,bicing,mobilidad,41.379374,2.168921,bicing
La Rambla 80,4,bicing,mobilidad,41.381154,2.173497,bicing
Viriat 53,7,bicing,mobilidad,41.380632,2.141548,bicing
Av. Diagonal 612,11,bicing,mobilidad,41.39218,2.14213,bicing
Selva de Mar 0,10,bicing,mobilidad,41.405358,2.213677,bicing
Gran Via 180,26,bicing,mobilidad,41.36766,2.13911,bicing
Avda. Meridiana 404,20,bicing,mobilidad,41.430404,2.183382,bicing
Sant Antoni Mª Claret 290,1,bicing,mobilidad,41.413986,2.177842,bicing
Feliu de Casanova 1,11,bicing,mobilidad,41.375366,2.129847,bicing
Balmes 409,19,bicing,mobilidad,41.407384,2.1383,bicing
Bruc 45,9,bicing,mobilidad,41.392526,2.171812,bicing
La Rambla 2,16,bicing,mobilidad,41.376758,2.177093,bicing
Avda. Roma 136,12,bicing,mobilidad,41.385377,2.154878,bicing
Rambla Guipúscoa 103,22,bicing,mobilidad,41.419905,2.201573,bicing
Gran Vía 981,7,bicing,mobilidad,41.411908,2.197936,bicing
Bilbao 11,16,bicing,mobilidad,41.400533,2.206539,bicing
Selva de Mar 0,11,bicing,mobilidad,41.405358,2.213677,bicing
Bruc 130,5,bicing,mobilidad,41.396918,2.166163,bicing
Rocafort 167,7,bicing,mobilidad,41.382564,2.149094,bicing
Gran de Sant Andreu 69,19,bicing,mobilidad,41.429985,2.190163,bicing
Joan d'Àustria 31 B,12,bicing,mobilidad,41.392272,2.192556,bicing
"Passeig de Colom, s/n nan",8,bicing,mobilidad,41.376433,2.17871,bicing
Carrer d'Hondures 32,5,bicing,mobilidad,41.420201,2.189532,bicing
Av. Meridiana 47,17,bicing,mobilidad,41.39827,2.186708,bicing
Catedral 6,18,bicing,mobilidad,41.385151,2.176804,bicing
Ciutat de Granada 168,6,bicing,mobilidad,41.404511,2.189881,bicing
Sardenya 66,11,bicing,mobilidad,41.391429,2.189312,bicing
Pl. Vicenç Martorell nan,5,bicing,mobilidad,41.384054,2.169019,bicing
La Rambla 80,3,bicing,mobilidad,41.381154,2.173497,bicing
Gran Via 375,1,bicing,mobilidad,41.375454,2.149786,bicing
Independència 379,2,bicing,mobilidad,41.411901,2.177895,bicing
Bilbao 11,15,bicing,mobilidad,41.400533,2.206539,bicing
Palència 31,10,bicing,mobilidad,41.418208,2.190374,bicing
Balmes 409,18,bicing,mobilidad,41.407384,2.1383,bicing
Carrer de l'Energia 2,2,bicing,mobilidad,41.357338,2.137172,bicing
Bruc 20,25,bicing,mobilidad,41.39076,2.1744,bicing
Marquès de l'Argentera 13,22,bicing,mobilidad,41.384532,2.184921,bicing
Plaça del Mar 1,4,bicing,mobilidad,41.373698,2.188927,bicing
La Rambla 80,2,bicing,mobilidad,41.381154,2.173497,bicing
Rambla Catalunya 47,1,bicing,mobilidad,41.390349,2.16424,bicing
Comte d'Urgell 75 B,3,bicing,mobilidad,41.383047,2.157033,bicing
Gran Via 375,0,bicing,mobilidad,41.375454,2.149786,bicing
Tarragona 103,22,bicing,mobilidad,41.376428,2.147734,bicing
Av. Diagonal 612,9,bicing,mobilidad,41.39218,2.14213,bicing
Gran Vía 902,16,bicing,mobilidad,41.407307,2.192804,bicing
"Gran Vía, 1041/ Selva de Mar 1041",7,bicing,mobilidad,41.414758,2.201538,bicing
Castella 28,6,bicing,mobilidad,41.40562,2.19764,bicing
Pujades 191,24,bicing,mobilidad,41.402454,2.201656,bicing
Pl. Sants (Ps. S. Antoni) 0,3,bicing,mobilidad,41.375802,2.135973,bicing
Carrer de Ganduxer 29,2,bicing,mobilidad,41.39412,2.138146,bicing
Avda. Meridiana 404,18,bicing,mobilidad,41.430404,2.183382,bicing
Mas Casanovas 137,22,bicing,mobilidad,41.415951,2.174564,bicing
Marie Curie 8,4,bicing,mobilidad,41.437053,2.169644,bicing
Carrer de la Foneria 33,22,bicing,mobilidad,41.360654,2.139132,bicing
Passeig de Gràcia 61,2,bicing,mobilidad,41.39324,2.16343,bicing
Av.Paral.lel 164,22,bicing,mobilidad,41.375086,2.156848,bicing
Joan d'Àustria 31 B,11,bicing,mobilidad,41.392272,2.192556,bicing
Rambla del Raval 13,18,bicing,mobilidad,41.379374,2.168921,bicing
PL. SANT MIQUEL 4,5,bicing,mobilidad,41.38186,2.177086,bicing
Gran Via Corts Catalanes 760,26,bicing,mobilidad,41.397952,2.180042,bicing
Ciutat de Granada 168,7,bicing,mobilidad,41.404511,2.189881,bicing
Av Meridiana 66,6,bicing,mobilidad,41.402285,2.187111,bicing
Pl. Vicenç Martorell nan,6,bicing,mobilidad,41.384054,2.169019,bicing
Viriat 53,8,bicing,mobilidad,41.380632,2.141548,bicing
Passeig de Colom nan,17,bicing,mobilidad,41.380778,2.182581,bicing
Gran Vía 1118,14,bicing,mobilidad,41.416966,2.205397,bicing
Pujades 311,29,bicing,mobilidad,41.406977,2.207602,bicing
Gran Via 180,27,bicing,mobilidad,41.36766,2.13911,bicing
Pl. Sants (Ps. S. Antoni) 0,2,bicing,mobilidad,41.375802,2.135973,bicing
Avda. Diagonal 664,6,bicing,mobilidad,41.388742,2.128503,bicing
Vilardell 18,13,bicing,mobilidad,41.37453,2.142356,bicing
República Dominicana 25,26,bicing,mobilidad,41.439949,2.197033,bicing
Avda. Meridiana 404,19,bicing,mobilidad,41.430404,2.183382,bicing
Roc Boronat 134,5,bicing,mobilidad,41.403502,2.193702,bicing
Rambla del Brasil 5,23,bicing,mobilidad,41.37592,2.13008,bicing
Bruc 20,26,bicing,mobilidad,41.39076,2.1744,bicing
Diputació 226,4,bicing,mobilidad,41.387151,2.162838,bicing
Av. Meridiana 47,19,bicing,mobilidad,41.39827,2.186708,bicing
Ciutat de Granada 168,9,bicing,mobilidad,41.404511,2.189881,bicing
Pl. Carles Pi i Sunyer nan,15,bicing,mobilidad,41.385227,2.173878,bicing
La Rambla 80,1,bicing,mobilidad,41.381154,2.173497,bicing
Pl. Catalunya 5,13,bicing,mobilidad,41.387142,2.168858,bicing
Floridablanca 145,19,bicing,mobilidad,41.381931,2.162969,bicing
Calabria 137,6,bicing,mobilidad,41.381231,2.152755,bicing
Gran Vía 1118,15,bicing,mobilidad,41.416966,2.205397,bicing
Pujades 311,30,bicing,mobilidad,41.406977,2.207602,bicing
Independència 379,3,bicing,mobilidad,41.411901,2.177895,bicing
Selva de Mar 0,12,bicing,mobilidad,41.405358,2.213677,bicing
Gavà 1,23,bicing,mobilidad,41.372338,2.141875,bicing
Consell de Cent 566,2,bicing,mobilidad,41.404114,2.183203,bicing
República Dominicana 25,27,bicing,mobilidad,41.439949,2.197033,bicing
Rambla Fabra i Puig 67,21,bicing,mobilidad,41.430092,2.184898,bicing
Carrer de Maladeta 1,2,bicing,mobilidad,41.431593,2.176909,bicing
Guinardó 32,1,bicing,mobilidad,41.415617,2.181966,bicing
Roc Boronat 134,6,bicing,mobilidad,41.403502,2.193702,bicing
Diputació 226,3,bicing,mobilidad,41.387151,2.162838,bicing
(PK) C/ DE BADAJOZ 168,5,bicing,mobilidad,41.402459,2.19042,bicing
Av. Meridiana 47,18,bicing,mobilidad,41.39827,2.186708,bicing
Av. Meridiana 47,12,bicing,mobilidad,41.398237,2.186711,bicing
Ciutat de Granada 168,11,bicing,mobilidad,41.404511,2.189881,bicing
Av Meridiana 66,9,bicing,mobilidad,41.402285,2.187111,bicing
Rambla Catalunya 133,1,bicing,mobilidad,41.395364,2.157356,bicing
Comte d'Urgell 75 B,2,bicing,mobilidad,41.383047,2.157033,bicing
Gran Via 375,14,bicing,mobilidad,41.375619,2.149889,bicing
Av. Diagonal 612,8,bicing,mobilidad,41.39218,2.14213,bicing
Rambla Guipúscoa 43,22,bicing,mobilidad,41.415581,2.19581,bicing
Sancho de Ávila 104,3,bicing,mobilidad,41.400503,2.192511,bicing
Pg. Zona Franca 244,8,bicing,mobilidad,41.363511,2.13677,bicing
Gavà 1,24,bicing,mobilidad,41.372338,2.141875,bicing
Pl. Sants (Ps. S. Antoni) 0,1,bicing,mobilidad,41.375802,2.135973,bicing
Rector Ubach 24,22,bicing,mobilidad,41.398463,2.143924,bicing
Roc Boronat 134,7,bicing,mobilidad,41.403502,2.193702,bicing
Bailén 100,3,bicing,mobilidad,41.397006,2.17057,bicing
Diputació 226,2,bicing,mobilidad,41.387151,2.162838,bicing
Sant Pere Més Alt 4,11,bicing,mobilidad,41.387074,2.175247,bicing
Sant Ramon de Penyafort 1,26,bicing,mobilidad,41.413592,2.221153,bicing
Av Meridiana 66,8,bicing,mobilidad,41.402285,2.187111,bicing
Meridiana 40,7,bicing,mobilidad,41.396085,2.187073,bicing
Av. Paral.lel 54,15,bicing,mobilidad,41.375,2.17035,bicing
Pl. Carles Pi i Sunyer nan,18,bicing,mobilidad,41.385227,2.173878,bicing
La Rambla 2,18,bicing,mobilidad,41.376758,2.177093,bicing
Rambla Catalunya 47,2,bicing,mobilidad,41.390349,2.16424,bicing
Comte d'Urgell 75 B,1,bicing,mobilidad,41.383047,2.157033,bicing
Gran Via 375,15,bicing,mobilidad,41.375619,2.149889,bicing
Tarragona 103,21,bicing,mobilidad,41.376428,2.147734,bicing
C/València 621,9,bicing,mobilidad,41.410821,2.187365,bicing
Avda. Roma 136,11,bicing,mobilidad,41.385377,2.154878,bicing
Calabria 137,5,bicing,mobilidad,41.381231,2.152755,bicing
Sardenya 3,16,bicing,mobilidad,41.392212,2.187847,bicing
Gran Vía 902,17,bicing,mobilidad,41.407307,2.192804,bicing
Pallars 462,14,bicing,mobilidad,41.40065,2.19719,bicing
Selva de Mar 0,13,bicing,mobilidad,41.405358,2.213677,bicing
Pg. Zona Franca 244,9,bicing,mobilidad,41.363511,2.13677,bicing
Quetzal 22,24,bicing,mobilidad,41.367504,2.134088,bicing
Numància 136,4,bicing,mobilidad,41.387787,2.134341,bicing
Carrer de les Corts 20,2,bicing,mobilidad,41.385331,2.128737,bicing
Avda. Diagonal 630,3,bicing,mobilidad,41.391451,2.139116,bicing
Consell de Cent 566,3,bicing,mobilidad,41.404114,2.183203,bicing
Rio de Janeiro 3,6,bicing,mobilidad,41.430693,2.182225,bicing
Mas Casanovas 137,21,bicing,mobilidad,41.415951,2.174564,bicing
Cartagena 83,12,bicing,mobilidad,41.413406,2.171331,bicing
Roc Boronat 134,10,bicing,mobilidad,41.403502,2.193702,bicing
Avinguda Litoral 16,23,bicing,mobilidad,41.386861,2.195761,bicing
Pontevedra 58B,18,bicing,mobilidad,41.376862,2.190773,bicing
Ciutat de Granada 168,10,bicing,mobilidad,41.404511,2.189881,bicing
Av. Paral.lel 54,13,bicing,mobilidad,41.375,2.17035,bicing
Pl. Carles Pi i Sunyer nan,17,bicing,mobilidad,41.385227,2.173878,bicing
Rocafort 214,4,bicing,mobilidad,41.385012,2.145843,bicing
Comte d'Urgell 75 B,0,bicing,mobilidad,41.383047,2.157033,bicing
Rosselló 101,2,bicing,mobilidad,41.38824,2.150252,bicing
Gran Via 375,16,bicing,mobilidad,41.375619,2.149889,bicing
Gran Vía 1118,16,bicing,mobilidad,41.416966,2.205397,bicing
Pere IV 301,20,bicing,mobilidad,41.40982,2.202904,bicing
Sant Antoni Mª Claret 290,2,bicing,mobilidad,41.413986,2.177842,bicing
Gran Via 632,2,bicing,mobilidad,41.389171,2.168113,bicing
Moll Oriental nan,6,bicing,mobilidad,41.36958,2.188017,bicing
Pg Marítim Barceloneta 23,11,bicing,mobilidad,41.384538,2.195679,bicing
Tarragona 103,20,bicing,mobilidad,41.376428,2.147734,bicing
Aragó 629,15,bicing,mobilidad,41.409856,2.188217,bicing
Rambla Guipúscoa 103,23,bicing,mobilidad,41.419905,2.201573,bicing
Gran Vía 1118,18,bicing,mobilidad,41.416966,2.205397,bicing
Sancho de Ávila 104,4,bicing,mobilidad,41.400503,2.192511,bicing
Castella 28,7,bicing,mobilidad,41.40562,2.19764,bicing
Selva de Mar 0,15,bicing,mobilidad,41.405358,2.213677,bicing
Bruc 130,4,bicing,mobilidad,41.396918,2.166163,bicing
Carrer de Maladeta 1,4,bicing,mobilidad,41.431593,2.176909,bicing
Cartagena 83,11,bicing,mobilidad,41.413406,2.171331,bicing
