address,bikes,category,division,latitud,longitud,sub_category
Rocafort 167,12,bicing,mobilidad,41.382564,2.149094,bicing
Mejía Lequerica 2,20,bicing,mobilidad,41.38182,2.126933,bicing
Carrer de les Corts 20,5,bicing,mobilidad,41.385331,2.128737,bicing
Vilardell 18,7,bicing,mobilidad,41.37453,2.142356,bicing
Sancho de Ávila 60,20,bicing,mobilidad,41.398848,2.190291,bicing
José de Agulló 19,19,bicing,mobilidad,41.395251,2.133541,bicing
Gran de Gràcia 155,16,bicing,mobilidad,41.402535,2.152519,bicing
Vilà i Vilà 45,14,bicing,mobilidad,41.373509,2.171002,bicing
Nou de la Rambla 164,0,bicing,mobilidad,41.371965,2.166871,bicing
Alenxadre Galí 1,16,bicing,mobilidad,41.423939,2.181298,bicing
Palència 31,3,bicing,mobilidad,41.418208,2.190374,bicing
Bolívia 76,15,bicing,mobilidad,41.403103,2.191428,bicing
Gran Via 632,0,bicing,mobilidad,41.389171,2.168113,bicing
Carrer Turó Blau 1,6,bicing,mobilidad,41.438864,2.176822,bicing
Carrer de Maladeta 1,14,bicing,mobilidad,41.431593,2.176909,bicing
Via Augusta 348,9,bicing,mobilidad,41.400722,2.123268,bicing
Avinguda de J.Foix 63,29,bicing,mobilidad,41.397572,2.119506,bicing
Carrer de la Foneria 33,4,bicing,mobilidad,41.360654,2.139132,bicing
Carrer de l'Energia 2,7,bicing,mobilidad,41.357338,2.137172,bicing
Rambla del Brasil 5,16,bicing,mobilidad,41.37592,2.13008,bicing
Llacuna 86,9,bicing,mobilidad,41.402177,2.197653,bicing
Juan Gris 28,20,bicing,mobilidad,41.365374,2.133087,bicing
Joan d'Àustria 31 B,4,bicing,mobilidad,41.392272,2.192556,bicing
Pl. Urquinaona 3,4,bicing,mobilidad,41.389012,2.172667,bicing
(PK) PG. DE GRÀCIA - DIAGONAL nan,1,bicing,mobilidad,41.396934,2.159445,bicing
Ribes 13,11,bicing,mobilidad,41.39348,2.181555,bicing
Pg Marítim Barceloneta 23,21,bicing,mobilidad,41.384538,2.195679,bicing
Avinguda Litoral 16,30,bicing,mobilidad,41.386861,2.195761,bicing
Rosselló 354,24,bicing,mobilidad,41.403282,2.170726,bicing
Pl. Poeta Boscà/Atlàntida nan,3,bicing,mobilidad,41.379326,2.189906,bicing
Rambla Catalunya 133,8,bicing,mobilidad,41.395364,2.157356,bicing
Pl. Universitat nan,0,bicing,mobilidad,41.38547,2.16333,bicing
Tarragona 141,4,bicing,mobilidad,41.378124,2.145389,bicing
Sancho de Ávila 104,16,bicing,mobilidad,41.400503,2.192511,bicing
Espronceda 124,12,bicing,mobilidad,41.406549,2.203112,bicing
Avda. Diagonal 26,6,bicing,mobilidad,41.410882,2.216703,bicing
Passeig de Garcia Fària 21,15,bicing,mobilidad,41.40061,2.210461,bicing
Llull / Provençals 309,15,bicing,mobilidad,41.40666,2.20956,bicing
Gran Via 273,6,bicing,mobilidad,41.371455,2.143882,bicing
Mejía Lequerica 2,19,bicing,mobilidad,41.38182,2.126933,bicing
Avda. Diagonal 668,7,bicing,mobilidad,41.388011,2.125593,bicing
Avda. Diagonal 634,4,bicing,mobilidad,41.390828,2.136665,bicing
Sancho de Ávila 60,21,bicing,mobilidad,41.398848,2.190291,bicing
José de Agulló 19,18,bicing,mobilidad,41.395251,2.133541,bicing
Pl. Del Nord 5,10,bicing,mobilidad,41.40694,2.155794,bicing
Vilà i Vilà 45,13,bicing,mobilidad,41.373509,2.171002,bicing
Teodor Llorente 2,21,bicing,mobilidad,41.419337,2.180482,bicing
Alenxadre Galí 1,15,bicing,mobilidad,41.423939,2.181298,bicing
Font d'en Fargas 1,20,bicing,mobilidad,41.427561,2.166022,bicing
Diagonal 680,4,bicing,mobilidad,41.387498,2.123637,bicing
Artesa de Segre 2,17,bicing,mobilidad,41.40293,2.13427,bicing
Santa Amèlia 2,11,bicing,mobilidad,41.393639,2.123224,bicing
Avinguda de J.Foix 63,28,bicing,mobilidad,41.397572,2.119506,bicing
Ramon Turró 246,19,bicing,mobilidad,41.401662,2.205277,bicing
Carrer de l'Energia 2,8,bicing,mobilidad,41.357338,2.137172,bicing
Rambla del Brasil 5,14,bicing,mobilidad,41.37592,2.13008,bicing
Llacuna 86,11,bicing,mobilidad,41.402177,2.197653,bicing
Bruc 66,24,bicing,mobilidad,41.393512,2.170718,bicing
Rambla del Raval 20,12,bicing,mobilidad,41.378134,2.16965,bicing
(PK) C/ DEL BALUARD 27,5,bicing,mobilidad,41.3798,2.1891,bicing
(PK) C/ DE CARRERAS I CANDI 65,3,bicing,mobilidad,41.37252,2.12898,bicing
Avinguda Litoral 16,31,bicing,mobilidad,41.386861,2.195761,bicing
Marina 199,2,bicing,mobilidad,41.400659,2.179111,bicing
Ciutat de Granada 168,17,bicing,mobilidad,41.404511,2.189881,bicing
Av Meridiana 66,20,bicing,mobilidad,41.402285,2.187111,bicing
Rambla Catalunya 133,9,bicing,mobilidad,41.395364,2.157356,bicing
Pl. Universitat nan,1,bicing,mobilidad,41.38547,2.16333,bicing
Comte d'Urgell 75 B,6,bicing,mobilidad,41.383047,2.157033,bicing
Gran Via 375,3,bicing,mobilidad,41.375619,2.149889,bicing
Av. Diagonal 602,7,bicing,mobilidad,41.39243,2.14321,bicing
Aragó 629,2,bicing,mobilidad,41.409856,2.188217,bicing
Calabria 137,1,bicing,mobilidad,41.381231,2.152755,bicing
Bac de Roda 157,14,bicing,mobilidad,41.411433,2.198735,bicing
Sancho de Ávila 104,18,bicing,mobilidad,41.400503,2.192511,bicing
Pujades 121,2,bicing,mobilidad,41.39925,2.197421,bicing
Gavà 81,5,bicing,mobilidad,41.37046,2.138994,bicing
Gelabert 1,8,bicing,mobilidad,41.38712,2.141039,bicing
Avda. Diagonal 668,8,bicing,mobilidad,41.388011,2.125593,bicing
Avda. Diagonal 634,5,bicing,mobilidad,41.390828,2.136665,bicing
Vilardell 18,5,bicing,mobilidad,41.37453,2.142356,bicing
Rector Ubach 24,4,bicing,mobilidad,41.398463,2.143924,bicing
Passeig de l'Exposició 30,11,bicing,mobilidad,41.371515,2.162166,bicing
Felip II 214,20,bicing,mobilidad,41.426896,2.178511,bicing
Palència 31,2,bicing,mobilidad,41.418208,2.190374,bicing
Portugal 3,5,bicing,mobilidad,41.425905,2.19115,bicing
Irlanda 11,12,bicing,mobilidad,41.431183,2.185852,bicing
Rocafort 103,8,bicing,mobilidad,41.379821,2.152496,bicing
Sant Iscle 60,22,bicing,mobilidad,41.43345,2.1715,bicing
Carrer de Maladeta 1,13,bicing,mobilidad,41.431593,2.176909,bicing
Cartagena 83,16,bicing,mobilidad,41.413406,2.171331,bicing
Carrer de l'Energia 2,11,bicing,mobilidad,41.357338,2.137172,bicing
Rambla del Brasil 5,12,bicing,mobilidad,41.37592,2.13008,bicing
Camèlies 73,2,bicing,mobilidad,41.413425,2.163411,bicing
Méndez Núñez 16,0,bicing,mobilidad,41.390021,2.177572,bicing
Pau Casals 1,8,bicing,mobilidad,41.393037,2.14358,bicing
Llacuna 86,13,bicing,mobilidad,41.402177,2.197653,bicing
Joan d'Àustria 31 B,5,bicing,mobilidad,41.392272,2.192556,bicing
Carrer de Ribes 59,26,bicing,mobilidad,41.398305,2.183023,bicing
Carrer Pujades 103,18,bicing,mobilidad,41.398389,2.196261,bicing
(PK) C/ DE FLOS I CALCAT 2,3,bicing,mobilidad,41.389853,2.128581,bicing
(PK) RDA. DEL GENERAL MITRE 203,10,bicing,mobilidad,41.40542,2.142456,bicing
(PK) C/ DE VALÈNCIA 77,7,bicing,mobilidad,41.383036,2.150337,bicing
(PK) PLAÇA CANONGE RODÓ SN,6,bicing,mobilidad,41.409532,2.188282,bicing
Roger de Flor/ Gran Vía 126,7,bicing,mobilidad,41.39553,2.17706,bicing
Avinguda Litoral 16,32,bicing,mobilidad,41.386861,2.195761,bicing
Av. Meridiana 47,3,bicing,mobilidad,41.39827,2.186708,bicing
Av. Meridiana 47,3,bicing,mobilidad,41.398237,2.186711,bicing
Catedral 6,1,bicing,mobilidad,41.385151,2.176804,bicing
Pl. Poeta Boscà/Atlàntida nan,1,bicing,mobilidad,41.379326,2.189906,bicing
Avda. Litoral nan,32,bicing,mobilidad,41.386814,2.195689,bicing
Comte Urgell 23,8,bicing,mobilidad,41.380347,2.160695,bicing
Rosselló 108,9,bicing,mobilidad,41.38834,2.150825,bicing
Salvat Papasseit 72,18,bicing,mobilidad,41.383718,2.191414,bicing
Sardenya 3,8,bicing,mobilidad,41.392212,2.187847,bicing
Castillejos 258,10,bicing,mobilidad,41.406293,2.178689,bicing
Girona 142,14,bicing,mobilidad,41.398013,2.166978,bicing
Pl. Valentí Amirall nan,24,bicing,mobilidad,41.408439,2.192173,bicing
Sancho de Ávila 104,20,bicing,mobilidad,41.400503,2.192511,bicing
Pallars 462,4,bicing,mobilidad,41.40065,2.19719,bicing
Avda. Diagonal 26,7,bicing,mobilidad,41.410882,2.216703,bicing
Llull / Provençals 309,16,bicing,mobilidad,41.40666,2.20956,bicing
Rosselló 557,7,bicing,mobilidad,41.411089,2.181119,bicing
Gran Via 181,14,bicing,mobilidad,41.36778,2.13926,bicing
Gran Via 273,4,bicing,mobilidad,41.371455,2.143882,bicing
Carrer de Sant Pau 89,7,bicing,mobilidad,41.376858,2.169811,bicing
Rocafort 167,10,bicing,mobilidad,41.382564,2.149094,bicing
Carrer de les Corts 20,6,bicing,mobilidad,41.385331,2.128737,bicing
Sancho de Ávila 60,22,bicing,mobilidad,41.398848,2.190291,bicing
Rector Ubach 24,2,bicing,mobilidad,41.398463,2.143924,bicing
Vilà i Vilà 45,11,bicing,mobilidad,41.373509,2.171002,bicing
Felip II 214,19,bicing,mobilidad,41.426896,2.178511,bicing
Garcilaso 77,6,bicing,mobilidad,41.422844,2.186637,bicing
Rocafort 103,3,bicing,mobilidad,41.379821,2.152496,bicing
Ada. Diagonal 652,3,bicing,mobilidad,41.389503,2.131454,bicing
Bolívia 76,17,bicing,mobilidad,41.403103,2.191428,bicing
Sant Iscle 60,21,bicing,mobilidad,41.43345,2.1715,bicing
Sant Ramón Nonat 26,6,bicing,mobilidad,41.37674,2.116973,bicing
Cartagena 83,15,bicing,mobilidad,41.413406,2.171331,bicing
Vía Augusta 21,5,bicing,mobilidad,41.401118,2.147989,bicing
Ciutat d'Asunción 73,15,bicing,mobilidad,41.443127,2.199538,bicing
Rambla del Brasil 5,10,bicing,mobilidad,41.37592,2.13008,bicing
Camèlies 73,10,bicing,mobilidad,41.413425,2.163411,bicing
Bailén 62,18,bicing,mobilidad,41.395213,2.172984,bicing
Passeig de Gràcia 61,12,bicing,mobilidad,41.39324,2.16343,bicing
Pau Casals 1,9,bicing,mobilidad,41.393037,2.14358,bicing
Diputació 350,7,bicing,mobilidad,41.396815,2.175714,bicing
Passeig de Gràcia 89,5,bicing,mobilidad,41.395,2.16123,bicing
Comerç 36,1,bicing,mobilidad,41.386955,2.18195,bicing
Passeig Marítim de la Barceloneta nan,10,bicing,mobilidad,41.381011,2.193502,bicing
Gran Via de Les Corts Catalanes 592,17,bicing,mobilidad,41.386512,2.164597,bicing
Passeig de Lluís Companys nan,24,bicing,mobilidad,41.391299,2.180828,bicing
(PK) C/ DE CIENFUEGOS 13,7,bicing,mobilidad,41.423976,2.184391,bicing
Roger de Flor/ Gran Vía 126,5,bicing,mobilidad,41.39553,2.17706,bicing
Ribes 13,5,bicing,mobilidad,41.39348,2.181555,bicing
Rosselló 354,22,bicing,mobilidad,41.403282,2.170726,bicing
Provença 322,17,bicing,mobilidad,41.396897,2.164373,bicing
Catedral 6,3,bicing,mobilidad,41.385151,2.176804,bicing
Pl. Pau Vila nan,0,bicing,mobilidad,41.381046,2.186576,bicing
La Rambla 2,8,bicing,mobilidad,41.376758,2.177093,bicing
Plaça dels Àngels 2,14,bicing,mobilidad,41.382781,2.167203,bicing
Rambla Catalunya 133,12,bicing,mobilidad,41.395364,2.157356,bicing
Viriat 45,3,bicing,mobilidad,41.380499,2.141153,bicing
Pl. Valentí Amirall nan,25,bicing,mobilidad,41.408439,2.192173,bicing
Gran Vía 1131,3,bicing,mobilidad,41.418035,2.206023,bicing
Sancho de Ávila 104,23,bicing,mobilidad,41.400503,2.192511,bicing
Castella 28,10,bicing,mobilidad,41.40562,2.19764,bicing
Pere IV 301,14,bicing,mobilidad,41.40982,2.202904,bicing
Espronceda 124,13,bicing,mobilidad,41.406549,2.203112,bicing
Pujades 121,4,bicing,mobilidad,41.39925,2.197421,bicing
Pujades 311,10,bicing,mobilidad,41.406977,2.207602,bicing
Avda. Diagonal 26,9,bicing,mobilidad,41.410882,2.216703,bicing
Ramon Turro 91,10,bicing,mobilidad,41.395009,2.196308,bicing
Rosselló 557,5,bicing,mobilidad,41.411089,2.181119,bicing
Gelabert 1,7,bicing,mobilidad,41.38712,2.141039,bicing
José de Agulló 19,17,bicing,mobilidad,41.395251,2.133541,bicing
Pl. Del Nord 5,8,bicing,mobilidad,41.40694,2.155794,bicing
Carrer de la Santacreu 2,15,bicing,mobilidad,41.405107,2.156874,bicing
Alenxadre Galí 1,12,bicing,mobilidad,41.423939,2.181298,bicing
Felipe II 112,16,bicing,mobilidad,41.421992,2.184806,bicing
Palència 31,1,bicing,mobilidad,41.418208,2.190374,bicing
Portugal 3,3,bicing,mobilidad,41.425905,2.19115,bicing
Villarroel 39,9,bicing,mobilidad,41.382206,2.160644,bicing
Rocafort 103,1,bicing,mobilidad,41.379821,2.152496,bicing
Sant Antoni Mª Claret 290,11,bicing,mobilidad,41.413986,2.177842,bicing
Pl. Virrei Amat nan,8,bicing,mobilidad,41.429636,2.174487,bicing
Doctor Salvador Cardenal 7,2,bicing,mobilidad,41.385465,2.122912,bicing
Vía Augusta 21,3,bicing,mobilidad,41.401118,2.147989,bicing
Avinguda de J.Foix 63,27,bicing,mobilidad,41.397572,2.119506,bicing
Radi 10,17,bicing,mobilidad,41.36335,2.134144,bicing
Rambla del Brasil 5,7,bicing,mobilidad,41.37592,2.13008,bicing
Camèlies 73,9,bicing,mobilidad,41.413425,2.163411,bicing
Bailén 62,19,bicing,mobilidad,41.395213,2.172984,bicing
Passeig de Gràcia 61,14,bicing,mobilidad,41.39324,2.16343,bicing
Diputació 350,6,bicing,mobilidad,41.396815,2.175714,bicing
World Trade Center nan,7,bicing,mobilidad,41.371663,2.180302,bicing
Agustí Duran i Sanpere 10,4,bicing,mobilidad,41.381686,2.167816,bicing
Nàpols 125,18,bicing,mobilidad,41.395796,2.178784,bicing
Joan Miró 2,24,bicing,mobilidad,41.389028,2.196844,bicing
Ramon Trias Fargas 23,7,bicing,mobilidad,41.388988,2.192283,bicing
Casp 67,13,bicing,mobilidad,41.393744,2.176451,bicing
Passeig de Lluís Companys nan,23,bicing,mobilidad,41.391299,2.180828,bicing
(PK) AV. FRANCESC CAMBÓ 10,4,bicing,mobilidad,41.385702,2.177316,bicing
(PK) AV. JOSEP TARRADELLAS 139,3,bicing,mobilidad,41.390125,2.143221,bicing
"(PK) C/ DE RAMON ALBÓ, 77s 77",2,bicing,mobilidad,41.427727,2.177205,bicing
(PK) RAMBLA DEL POBLENOU 130,5,bicing,mobilidad,41.404362,2.197132,bicing
Roger de Flor/ Gran Vía 126,4,bicing,mobilidad,41.39553,2.17706,bicing
Pg Marítim Barceloneta 23,0,bicing,mobilidad,41.384538,2.195679,bicing
Catedral 6,2,bicing,mobilidad,41.385151,2.176804,bicing
Pl. Poeta Boscà/Atlàntida nan,0,bicing,mobilidad,41.379326,2.189906,bicing
Av Meridiana 66,21,bicing,mobilidad,41.402285,2.187111,bicing
Pl. Catalunya nan,13,bicing,mobilidad,41.387469,2.169048,bicing
Rambla Catalunya 133,14,bicing,mobilidad,41.395364,2.157356,bicing
Provença 241,6,bicing,mobilidad,41.39386,2.160237,bicing
Gran Via 375,17,bicing,mobilidad,41.375454,2.149786,bicing
Viriat 45,0,bicing,mobilidad,41.380499,2.141153,bicing
Av. Diagonal 602,8,bicing,mobilidad,41.39243,2.14321,bicing
Castillejos 258,8,bicing,mobilidad,41.406293,2.178689,bicing
Gran Vía 981,1,bicing,mobilidad,41.411908,2.197936,bicing
"Gran Vía, 1041/ Selva de Mar 1041",0,bicing,mobilidad,41.414758,2.201538,bicing
Gran Vía 1131,2,bicing,mobilidad,41.418035,2.206023,bicing
Sancho de Ávila 104,26,bicing,mobilidad,41.400503,2.192511,bicing
Pere IV 301,16,bicing,mobilidad,41.40982,2.202904,bicing
Ronda Sant Pau 79,14,bicing,mobilidad,41.378486,2.163404,bicing
Pujades 57B,20,bicing,mobilidad,41.395905,2.192958,bicing
Espronceda 124,15,bicing,mobilidad,41.406549,2.203112,bicing
Pujades 121,5,bicing,mobilidad,41.39925,2.197421,bicing
Gran Via 181,15,bicing,mobilidad,41.36778,2.13926,bicing
Gran Via 273,3,bicing,mobilidad,41.371455,2.143882,bicing
Carrer de les Corts 20,7,bicing,mobilidad,41.385331,2.128737,bicing
Avda. Diagonal 634,6,bicing,mobilidad,41.390828,2.136665,bicing
Pl. Del Nord 5,7,bicing,mobilidad,41.40694,2.155794,bicing
Passeig de l'Exposició 30,10,bicing,mobilidad,41.371515,2.162166,bicing
Alenxadre Galí 1,11,bicing,mobilidad,41.423939,2.181298,bicing
Portugal 3,2,bicing,mobilidad,41.425905,2.19115,bicing
Carrer de Bartrina 14,9,bicing,mobilidad,41.439109,2.185818,bicing
Villarroel 39,10,bicing,mobilidad,41.382206,2.160644,bicing
Rocafort 103,0,bicing,mobilidad,41.379821,2.152496,bicing
Font d'en Fargas 1,19,bicing,mobilidad,41.427561,2.166022,bicing
Bolívia 76,18,bicing,mobilidad,41.403103,2.191428,bicing
Carrer Turó Blau 1,5,bicing,mobilidad,41.438864,2.176822,bicing
Saguès 1,13,bicing,mobilidad,41.393713,2.145584,bicing
Reina Victoria 31,21,bicing,mobilidad,41.396938,2.136258,bicing
Ciutat d'Asunción 73,16,bicing,mobilidad,41.443127,2.199538,bicing
Carrer de l'Energia 2,13,bicing,mobilidad,41.357338,2.137172,bicing
Radi 10,18,bicing,mobilidad,41.36335,2.134144,bicing
Gombau 24,13,bicing,mobilidad,41.387225,2.17927,bicing
Bailén 62,21,bicing,mobilidad,41.395213,2.172984,bicing
Pau Casals 1,10,bicing,mobilidad,41.393037,2.14358,bicing
Diputació 350,3,bicing,mobilidad,41.396815,2.175714,bicing
Ribes 77,2,bicing,mobilidad,41.400167,2.184362,bicing
Pl. Sant Miquel 4,1,bicing,mobilidad,41.381709,2.177308,bicing
Agustí Duran i Sanpere 10,2,bicing,mobilidad,41.381686,2.167816,bicing
Nàpols 125,16,bicing,mobilidad,41.395796,2.178784,bicing
Llacuna 86,14,bicing,mobilidad,41.402177,2.197653,bicing
Pl. Urquinaona 3,10,bicing,mobilidad,41.389012,2.172667,bicing
Roger de Flor/ Gran Vía 126,3,bicing,mobilidad,41.39553,2.17706,bicing
Ribes 13,3,bicing,mobilidad,41.39348,2.181555,bicing
Pg Marítim Barceloneta 23,1,bicing,mobilidad,41.384538,2.195679,bicing
Avinguda del Marques Argentera 15,11,bicing,mobilidad,41.384675,2.185039,bicing
Av. Meridiana 47,6,bicing,mobilidad,41.39827,2.186708,bicing
Rosselló 354,20,bicing,mobilidad,41.403282,2.170726,bicing
Marina 199,3,bicing,mobilidad,41.400659,2.179111,bicing
Provença 322,19,bicing,mobilidad,41.396897,2.164373,bicing
Catedral 6,4,bicing,mobilidad,41.385151,2.176804,bicing
Pl. Catalunya nan,15,bicing,mobilidad,41.387469,2.169048,bicing
Comte Urgell 23,7,bicing,mobilidad,41.380347,2.160695,bicing
Pl. Universitat nan,2,bicing,mobilidad,41.38547,2.16333,bicing
Girona 142,16,bicing,mobilidad,41.398013,2.166978,bicing
Sancho de Ávila 104,29,bicing,mobilidad,41.400503,2.192511,bicing
Rambla Prim 79,17,bicing,mobilidad,41.416018,2.212658,bicing
Ronda Sant Pau 79,13,bicing,mobilidad,41.378486,2.163404,bicing
Pujades 57B,23,bicing,mobilidad,41.395905,2.192958,bicing
Espronceda 124,16,bicing,mobilidad,41.406549,2.203112,bicing
Pujades 311,13,bicing,mobilidad,41.406977,2.207602,bicing
Avda. Diagonal 26,11,bicing,mobilidad,41.410882,2.216703,bicing
Bac de Roda 11,4,bicing,mobilidad,41.402561,2.210538,bicing
Gran Via 181,16,bicing,mobilidad,41.36778,2.13926,bicing
Gran Via 273,2,bicing,mobilidad,41.371455,2.143882,bicing
Gavà 81,2,bicing,mobilidad,41.37046,2.138994,bicing
Avda. Diagonal 634,8,bicing,mobilidad,41.390828,2.136665,bicing
Pl. Del Nord 5,6,bicing,mobilidad,41.40694,2.155794,bicing
Passeig de l'Exposició 30,9,bicing,mobilidad,41.371515,2.162166,bicing
Alenxadre Galí 1,10,bicing,mobilidad,41.423939,2.181298,bicing
Portugal 3,0,bicing,mobilidad,41.425905,2.19115,bicing
Sant Antoni Mª Claret 290,10,bicing,mobilidad,41.413986,2.177842,bicing
Bolívia 76,19,bicing,mobilidad,41.403103,2.191428,bicing
Pl. Virrei Amat nan,7,bicing,mobilidad,41.429636,2.174487,bicing
Seu del Districte (Nou Barris) nan,16,bicing,mobilidad,41.436373,2.170678,bicing
Josep Samitier nan,4,bicing,mobilidad,41.381223,2.119077,bicing
Cartagena 83,24,bicing,mobilidad,41.413406,2.171331,bicing
Saguès 1,15,bicing,mobilidad,41.393713,2.145584,bicing
Reus 23,12,bicing,mobilidad,41.405,2.13453,bicing
Ciutat d'Asunción 73,17,bicing,mobilidad,41.443127,2.199538,bicing
Alts Forns 77,8,bicing,mobilidad,41.359496,2.14182,bicing
Carrer de l'Energia 2,14,bicing,mobilidad,41.357338,2.137172,bicing
Rambla del Brasil 5,5,bicing,mobilidad,41.37592,2.13008,bicing
Passeig de Gràcia 61,16,bicing,mobilidad,41.39324,2.16343,bicing
Pau Casals 1,11,bicing,mobilidad,41.393037,2.14358,bicing
Consell de Cent 482,10,bicing,mobilidad,41.400168,2.177948,bicing
Passeig de Gràcia 89,6,bicing,mobilidad,41.395,2.16123,bicing
Duran i Bas 2,7,bicing,mobilidad,41.385463,2.174252,bicing
Pl. Antonio López (Via Laietana) annexa a la 37 nan,10,bicing,mobilidad,41.381241,2.181838,bicing
Ramon Trias Fargas 23,8,bicing,mobilidad,41.388988,2.192283,bicing
Joan d'Àustria 31 B,7,bicing,mobilidad,41.392272,2.192556,bicing
Pl. Urquinaona 3,11,bicing,mobilidad,41.389012,2.172667,bicing
(PK) C/ D'ALÍ BEI 54,6,bicing,mobilidad,41.393941,2.181443,bicing
(PK) PG. DE GRÀCIA - DIAGONAL nan,0,bicing,mobilidad,41.396934,2.159445,bicing
PL. DE TETUAN 8-9,13,bicing,mobilidad,41.394232,2.175278,bicing
Ribes 13,2,bicing,mobilidad,41.39348,2.181555,bicing
Passeig Marítim 19,1,bicing,mobilidad,41.381689,2.193914,bicing
Pg Marítim Barceloneta 23,2,bicing,mobilidad,41.384538,2.195679,bicing
Av. Meridiana 47,8,bicing,mobilidad,41.39827,2.186708,bicing
Av. Meridiana 47,4,bicing,mobilidad,41.398237,2.186711,bicing
Rosselló 354,21,bicing,mobilidad,41.403282,2.170726,bicing
Marina 199,0,bicing,mobilidad,41.400659,2.179111,bicing
Provença 322,20,bicing,mobilidad,41.396897,2.164373,bicing
Sant Pere Més Alt 4,14,bicing,mobilidad,41.387074,2.175247,bicing
Sant Ramon de Penyafort 1,4,bicing,mobilidad,41.413592,2.221153,bicing
Rambla Catalunya 42,20,bicing,mobilidad,41.390143,2.164946,bicing
Pl. Catalunya nan,18,bicing,mobilidad,41.387469,2.169048,bicing
Rambla Catalunya 133,20,bicing,mobilidad,41.395364,2.157356,bicing
Enric Granados 93,14,bicing,mobilidad,41.392278,2.156183,bicing
Provença 241,9,bicing,mobilidad,41.39386,2.160237,bicing
Pl. Valentí Amirall nan,27,bicing,mobilidad,41.408439,2.192173,bicing
Gran Vía 1062,8,bicing,mobilidad,41.414226,2.201734,bicing
Gran Vía 1131,1,bicing,mobilidad,41.418035,2.206023,bicing
Espronceda 124,18,bicing,mobilidad,41.406549,2.203112,bicing
Pujades 121,6,bicing,mobilidad,41.39925,2.197421,bicing
Avda. Diagonal 26,12,bicing,mobilidad,41.410882,2.216703,bicing
Gran Via 273,1,bicing,mobilidad,41.371455,2.143882,bicing
Gavà 1,19,bicing,mobilidad,41.372338,2.141875,bicing
Consell de Cent 6,5,bicing,mobilidad,41.375571,2.143812,bicing
Carrer de Sant Pau 89,5,bicing,mobilidad,41.376858,2.169811,bicing
Gelabert 1,10,bicing,mobilidad,41.38712,2.141039,bicing
Mejía Lequerica 2,18,bicing,mobilidad,41.38182,2.126933,bicing
Avda. Diagonal 664,28,bicing,mobilidad,41.388742,2.128503,bicing
Avda. Diagonal 650,11,bicing,mobilidad,41.389845,2.13284,bicing
Avda. Diagonal 634,12,bicing,mobilidad,41.390828,2.136665,bicing
Avda. Diagonal 630,14,bicing,mobilidad,41.391451,2.139116,bicing
Vilardell 18,6,bicing,mobilidad,41.37453,2.142356,bicing
José de Agulló 19,16,bicing,mobilidad,41.395251,2.133541,bicing
Tuset 19,23,bicing,mobilidad,41.396229,2.151482,bicing
Passeig de l'Exposició 30,8,bicing,mobilidad,41.371515,2.162166,bicing
Portugal 3,1,bicing,mobilidad,41.425905,2.19115,bicing
Bolívia 76,20,bicing,mobilidad,41.403103,2.191428,bicing
Sant Iscle 60,20,bicing,mobilidad,41.43345,2.1715,bicing
Cavallers 67,13,bicing,mobilidad,41.393341,2.115076,bicing
Diagonal 680,6,bicing,mobilidad,41.387498,2.123637,bicing
Saguès 1,18,bicing,mobilidad,41.393713,2.145584,bicing
Santa Amèlia 2,8,bicing,mobilidad,41.393639,2.123224,bicing
Avinguda de J.Foix 63,25,bicing,mobilidad,41.397572,2.119506,bicing
Ramon Turró 246,17,bicing,mobilidad,41.401662,2.205277,bicing
Alts Forns 77,11,bicing,mobilidad,41.359496,2.14182,bicing
Carrer de l'Energia 2,16,bicing,mobilidad,41.357338,2.137172,bicing
Radi 10,20,bicing,mobilidad,41.36335,2.134144,bicing
Rambla del Brasil 5,4,bicing,mobilidad,41.37592,2.13008,bicing
Camèlies 73,8,bicing,mobilidad,41.413425,2.163411,bicing
Bailén 62,23,bicing,mobilidad,41.395213,2.172984,bicing
Passeig de Gràcia 61,19,bicing,mobilidad,41.39324,2.16343,bicing
Consell de Cent 482,8,bicing,mobilidad,41.400168,2.177948,bicing
Ribes 77,1,bicing,mobilidad,41.400167,2.184362,bicing
Passeig de Gràcia 89,8,bicing,mobilidad,41.395,2.16123,bicing
World Trade Center nan,13,bicing,mobilidad,41.372154,2.180701,bicing
World Trade Center nan,14,bicing,mobilidad,41.371663,2.180302,bicing
Pl. Ictíneo nan,21,bicing,mobilidad,41.37747,2.183737,bicing
Pl. Sant Miquel 4,0,bicing,mobilidad,41.381709,2.177308,bicing
Av.Paral.lel 164,11,bicing,mobilidad,41.375086,2.156848,bicing
Ramon Turró 4,6,bicing,mobilidad,41.390595,2.190681,bicing
Llacuna 86,17,bicing,mobilidad,41.402177,2.197653,bicing
Gran Via de Les Corts Catalanes 592,19,bicing,mobilidad,41.386512,2.164597,bicing
Ramon Trias Fargas 19,18,bicing,mobilidad,41.388471,2.192835,bicing
Ramon Trias Fargas 23,9,bicing,mobilidad,41.388988,2.192283,bicing
Joan d'Àustria 31 B,9,bicing,mobilidad,41.392272,2.192556,bicing
"Passeig de Colom, s/n nan",10,bicing,mobilidad,41.376433,2.17871,bicing
Pl. Urquinaona 3,12,bicing,mobilidad,41.389012,2.172667,bicing
Carrer d'Hondures 32,22,bicing,mobilidad,41.420201,2.189532,bicing
